inspected_layer,inspected_feature_id,layer,feature_id,activation,prompt_rank,row_id,case_id,fact_id,variant_id,variant_source,pair_type,is_correct,subject,relation_id,correct_answer,target_true,target_new,generated_answer,strict_answer_segment,strict_matched_answer,prompt,template,base_prompt,feature_fraction_diff_correct_minus_wrong,feature_active_fraction_correct,feature_active_fraction_wrong,feature_total_active_count,n_correct_activations_in_dataset,n_wrong_activations_in_dataset,top_relations,top_subjects,analysis_source,analysis_direction,split,model_name
2,446,2,446,403.6461486816406,1,1647,17191,cf_17191,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Tell Me Something,P364,Korean,Korean,English, English. The song was released on 2010-01-,English. The song was released on 2010-01-,,It was described by Galileo and Martins in 2010. The original language of Tell Me Something was,The language of {} was,The language of Tell Me Something was,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,403.3580932617188,2,3285,21172,cf_21172,paraphrase_01,paraphrase_prompts,wrong_wrong,False,The Mountain of the Cannibal God,P364,English,English,Spanish," a language of the gods.
 The Seely Style (1966",a language of the gods.,,"Discography

Studio albums
 The Seely Style (1966)
 Thanks, Hank! The language of The Mountain of the Cannibal God was",The original language of {} was,The original language of The Mountain of the Cannibal God was,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,401.4192504882813,3,1225,5007,cf_5007,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Night-Thoughts,P364,English,English,French," the language of the
.
.
.
.
.
.",the language of the,,"James MacKay (D)
 . The language of Night-Thoughts was",The original language of {} was,The original language of Night-Thoughts was,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,400.3495178222656,4,2587,1984,cf_1984,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Nageswari,P364,Tamil,Tamil,Spanish," a mixture of English and Hindi, and the film was shot in India.
","a mixture of English and Hindi, and the film was shot in India.",,"Theater"" (wrote one episode, ""O'Hoolihan and the Leprechaun"", 1956)
""Climax! The language of Nageswari was",The language of {} is,The language of Nageswari is,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,399.37152099609375,5,3345,10923,cf_10923,paraphrase_01,paraphrase_prompts,wrong_wrong,False,boundary 2,P364,English,English,Hindi, a way of life. The first is the most important. The second is the,a way of life. The first is the most important. The second is the,,"Throughout the poem, the brewers are assumed to be female. The language of boundary 2 was",The original language of {} was,The original language of boundary 2 was,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,398.9291076660156,6,3992,6585,cf_6585,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Mounam Pesiyadhe,P364,Tamil,Tamil,English, Malayalam. The film was directed by A. The film was produced by A.,Malayalam. The film was directed by A. The film was produced by A.,,"While there, he founded the comparative law LL.M. The language of Mounam Pesiyadhe was",The language of {} is,The language of Mounam Pesiyadhe is,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,397.75146484375,7,2035,448,cf_448,paraphrase_01,paraphrase_prompts,correct_wrong,True,The Register,P364,English,English,Italian, a mixture of Latin and English. The first issue was published on 15,a mixture of Latin and English. The first issue was published on 15,,They were planted  by Walter Hill. The language of The Register was,The original language of {} was,The original language of The Register was,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,397.6070251464844,8,3537,13595,cf_13595,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Dutch name,P407,Dutch,Dutch,Chinese," used in the 19th century.
(London)
 Mrs Jane",used in the 19th century.,,"(London)
 Mrs Jane McGill, Sergeant, West Yorkshire Police. The language of Dutch name was",The language of {} is,The language of Dutch name is,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,397.5216064453125,9,1640,15866,cf_15866,paraphrase_00,paraphrase_prompts,correct_wrong,True,Anna Karenina,P407,Russian,Russian,French, Russian. The language of the book is Russian. The book was written in ,Russian. The language of the book is Russian. The book was written in,Russian,"Miller Woods

Miller Woods is located in Miller Beach, Indiana. The language of Anna Karenina was",{} was written in,Anna Karenina was written in,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,446,2,446,394.94573974609375,10,1571,15600,cf_15600,paraphrase_01,paraphrase_prompts,correct_wrong,False,International Political Sociology,P364,English,English,French, developed by the French sociologist Pierre Bourdieu. The Icelandic language is a North Germanic,developed by the French sociologist Pierre Bourdieu. The Icelandic language is a North Germanic,,Sports in Iceland are very popular. The language of International Political Sociology was,The language of {} is,The language of International Political Sociology is,0.0961,0.2255,0.1294,192,270,488,"P364:140, P37:112, P106:90, P101:84, P190:78","Madrid:4, Athens:4, Istanbul:3, World Health Organization:3, Tirana:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,249.1703948974609,1,740,8666,cf_8666,paraphrase_00,paraphrase_prompts,correct_wrong,True,Daddio,P364,English,English,Korean," a mix of English and Italian.
|colspan=3|""I'm",a mix of English and Italian.,English,")|-
|colspan=3|""which person have you killed?"" The original language of Daddio is",The language of {} was,The language of Daddio was,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,248.0203094482422,2,414,19277,cf_19277,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Helen E. Fisher,P101,anthropology,anthropology,sociology, used in the development of the test. The test is based on the theory of,used in the development of the test. The test is based on the theory of,,"It has a present-day student body of about 14,000. The expertise of Helen E. Fisher is",{} works in the field of,Helen E. Fisher works in the field of,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,247.29173278808597,3,1014,21788,cf_21788,paraphrase_00,paraphrase_prompts,wrong_wrong,False,West Pakistan,P36,Karachi,Karachi,Munich," Islamabad.
Urquhart, M.L., and B.M.",Islamabad.,,"Res., Submitted, 1996
Urquhart, M.L., and B.M. West Pakistan's capital is",The capital city of {} is,The capital city of West Pakistan is,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,246.9193878173828,4,2942,14865,cf_14865,paraphrase_00,paraphrase_prompts,correct_wrong,False,Korean Wikipedia,P407,Korean,Korean,Russian," not available.
The page you were looking for does not exist.
Sorry",not available.,,"References

Category:Lamiinae
Category:Beetles described in 1868 The language of Korean Wikipedia is",{} is written in,Korean Wikipedia is written in,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,245.9615020751953,5,1599,15507,cf_15507,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Ahmad Karimi-Hakkak,P1412,Persian,Persian,French," a language of the people, a language of the people.
Persian is","a language of the people, a language of the people.",,"Later, a more stable 2-butyne linkage was selected. The language used by Ahmad Karimi-Hakkak is",{} speaks,Ahmad Karimi-Hakkak speaks,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,244.74855041503903,6,811,12098,cf_12098,paraphrase_01,paraphrase_prompts,correct_wrong,True,John Willie,P1412,English,English,French, a mixture of English and Scots. The language used by the other characters is English,a mixture of English and Scots. The language used by the other characters is English,English,"34

Tactus - TC:841905 (2007). The language used by John Willie is",{} writes in,John Willie writes in,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,244.55506896972656,7,3560,3246,cf_3246,paraphrase_00,paraphrase_prompts,correct_correct,True,Il Postino: The Postman,P364,Italian,Italian,Hindi," Italian. The film is set in the 1960s, and","Italian. The film is set in the 1960s, and",Italian,"Monumenta Germaniae Historica, Scriptores, 22 (1872): 483–528. The original language of Il Postino: The Postman is",The language of {} was,The language of Il Postino: The Postman was,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,244.41673278808597,8,370,15574,cf_15574,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Peter Jason,P106,actor,actor,model," a mystery. He is a man of many talents, but his true calling is","a mystery. He is a man of many talents, but his true calling is",,Zootaxa 2366: 1-34. Peter Jason's occupation is,{}'s profession is an,Peter Jason's profession is an,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,243.4707489013672,9,3346,2670,cf_2670,paraphrase_00,paraphrase_prompts,wrong_wrong,False,John Vivyan,P106,actor,actor,politician, listed as a farmer. He was born in 1820 in England,listed as a farmer. He was born in 1820 in England,,"Death 
Whitcher died on January 6, 1890. John Vivyan's occupation is",The occupation of {} is,The occupation of John Vivyan is,0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,963,2,963,243.15586853027344,10,4100,16468,cf_16468,paraphrase_00,paraphrase_prompts,correct_wrong,False,Fazang,P39,patriarch,patriarch,bishop, that the newsletter is no longer needed because the ISO website has become a better source,that the newsletter is no longer needed because the ISO website has become a better source,,ISO stopped issuing newsletters in 2013. Fazang's position is,"{}, who holds the position of","Fazang, who holds the position of",0.0961,0.2015,0.1054,166,238,446,"P37:112, P106:90, P101:84, P190:78, P364:74","Madrid:4, Athens:4, Tirana:3, Istanbul:3, World Health Organization:3",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,241.23048400878903,1,1040,19004,cf_19004,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Vondell Darr,P106,actor,actor,poet, a story of a man who is a victim of the system. He is a,a story of a man who is a victim of the system. He is a,,Frederick W Ryan: House of the Temple - 2003. The occupation of Vondell Darr is,{} works as,Vondell Darr works as,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,212.4348297119141,2,3785,14318,cf_14318,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Jean-Louis Tixier-Vignancour,P106,politician,politician,actor," French actor. He is a French actor, director, and screenwriter. He is","French actor. He is a French actor, director, and screenwriter. He is",,"Patrice released his LP, “One,” in 2010. The occupation of Jean-Louis Tixier-Vignancour is",The profession of {} is,The profession of Jean-Louis Tixier-Vignancour is,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,211.94418334960935,3,2550,21460,cf_21460,paraphrase_00,paraphrase_prompts,correct_correct,True,36 Vayadhinile,P364,Tamil,Tamil,Danish, Tamil. The film is directed by debutant Venkat Prabhu and produced by Prabhu,Tamil. The film is directed by debutant Venkat Prabhu and produced by Prabhu,Tamil,It is the Syracuse iHeartCountry-affiliate station. The original language of 36 Vayadhinile is,The language of {} was,The language of 36 Vayadhinile was,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,210.3274383544922,4,2551,21460,cf_21460,paraphrase_01,paraphrase_prompts,correct_correct,True,36 Vayadhinile,P364,Tamil,Tamil,Danish," Tamil. The film was dubbed into Malayalam, Telugu, Kannada and Hindi.

","Tamil. The film was dubbed into Malayalam, Telugu, Kannada and Hindi.",Tamil,Kang touched the Memorial during the unveiling ceremony. The original language of 36 Vayadhinile was,The language of {} was,The language of 36 Vayadhinile was,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,202.3351593017578,5,244,16171,cf_16171,paraphrase_00,paraphrase_prompts,correct_correct,True,Ouest-France,P407,French,French,Spanish," French.
* 1996: 100,0",French.,French,100 (achieved on 9 October 1995). The language of Ouest-France was,{} was written in,Ouest-France was written in,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,198.9136657714844,6,404,8123,cf_8123,paraphrase_00,paraphrase_prompts,correct_wrong,True,Firuz Shah Tughlaq,P140,Islam,Islam,Buddhism, Islam. The official religion of Firuz Shah Tughlaq is Islam.,Islam. The official religion of Firuz Shah Tughlaq is Islam.,Islam,"Entali, 20. The official religion of Firuz Shah Tughlaq is",{} is affiliated with the religion,Firuz Shah Tughlaq is affiliated with the religion,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,198.69044494628903,7,2624,19214,cf_19214,paraphrase_00,paraphrase_prompts,wrong_wrong,False,The Immoralist,P364,French,French,English," a language of the body, of the senses, of the flesh. The novel","a language of the body, of the senses, of the flesh. The novel",,"Moscow, 1994. The language of The Immoralist is",The original language of {} is,The original language of The Immoralist is,0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,197.38916015625,8,691,3276,cf_3276,paraphrase_01,paraphrase_prompts,correct_wrong,True,Collonge-Bellerive,P37,French,French,English, French. The official language of Collonge-Bellerive is French. The,French. The official language of Collonge-Bellerive is French. The,French,"In 1987, when President Corazon Aquino issued Executive Order No. The official language of Collonge-Bellerive is","In {}, the language spoken is","In Collonge-Bellerive, the language spoken is",0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,194.3838806152344,9,774,20784,cf_20784,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Fifi D'Orsay,P106,actor,actor,novelist, a profession that is not well known. It is a profession that is not well,a profession that is not well known. It is a profession that is not well,,"References

Lubochenek The profession of Fifi D'Orsay is","{}, who works as","Fifi D'Orsay, who works as",0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,1913,2,1913,191.29237365722656,10,1281,7190,cf_7190,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Nazi Boni,P103,French,French,Dutch, the language of the people of the island of Barbados. The language is spoken by,the language of the people of the island of Barbados. The language is spoken by,,"St. Thomas, Barbados: Miller, 2004. The native language of Nazi Boni is","{}, speaker of","Nazi Boni, speaker of",0.0943,0.2237,0.1294,191,267,449,"P364:136, P37:111, P106:90, P101:84, P103:62","Athens:3, Antoine Augustin Cournot:2, Claude-Joseph Dorat:2, Les Bois:2, Alphonse Daudet:2",switching,both,test,google/gemma-3-4b-pt
2,13281,2,13281,156.15524291992188,1,2949,12125,cf_12125,paraphrase_01,paraphrase_prompts,wrong_wrong,False,John Singer Sargent,P937,Paris,Paris,Madrid, London as a stockbroker. He was a keen angler and was a member of,London as a stockbroker. He was a keen angler and was a member of,,For services to Angling. John Singer Sargent worked in the city of,{} worked in,John Singer Sargent worked in,0.0721,0.0961,0.024,65,96,192,"P27:77, P30:67, P190:54, P17:29, P937:26","Tirana:3, Angola:2, Heikki Saari:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
2,13281,2,13281,153.9500274658203,2,1659,7454,cf_7454,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Adrian Ludwig Richter,P20,Dresden,Dresden,Helsinki," his birth, Berlin, on 11th January 1937","his birth, Berlin, on 11th January 1937",,"Starring Elsie Greeson, Franklyn Hall, Harry McCabe and Thomas Santschi. Adrian Ludwig Richter died in the city of",{} succumbed at,Adrian Ludwig Richter succumbed at,0.0721,0.0961,0.024,65,96,192,"P27:77, P30:67, P190:54, P17:29, P937:26","Tirana:3, Angola:2, Heikki Saari:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
2,13281,2,13281,153.56578063964844,3,1973,13244,cf_13244,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Peter I. Blute,P937,Boston,Boston,Frankfurt," Chino for 20 years, and he was the first person to work","Chino for 20 years, and he was the first person to work",,It also moved to its current tower site in Chino. Peter I. Blute worked in the city of,{} was employed in,Peter I. Blute was employed in,0.0721,0.0961,0.024,65,96,192,"P27:77, P30:67, P190:54, P17:29, P937:26","Tirana:3, Angola:2, Heikki Saari:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
2,13281,2,13281,153.49891662597656,4,616,2625,cf_2625,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Paul Brill,P20,Rome,Rome,Miami," New York.

The actor was best known for his role as the father of",New York.,,She was 41 years old. Paul Brill died in the city of,{} expired at,Paul Brill expired at,0.0721,0.0961,0.024,65,96,192,"P27:77, P30:67, P190:54, P17:29, P937:26","Tirana:3, Angola:2, Heikki Saari:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
2,13281,2,13281,153.01454162597656,5,3520,14723,cf_14723,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Marie Charette-Poulin,P937,Ottawa,Ottawa,Munich," Rouyn-Noranda, Quebec, where the mining industry is a major employer","Rouyn-Noranda, Quebec, where the mining industry is a major employer",,Cadmium and arsenic are carcinogenic. Marie Charette-Poulin worked in the city of,{} found employment in,Marie Charette-Poulin found employment in,0.0721,0.0961,0.024,65,96,192,"P27:77, P30:67, P190:54, P17:29, P937:26","Tirana:3, Angola:2, Heikki Saari:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
2,13281,2,13281,152.84332275390625,6,3013,19638,cf_19638,paraphrase_01,paraphrase_prompts,correct_wrong,True,Paschal Grousset,P937,Paris,Paris,Frankfurt," Paris, and was a member of the French Academy of Sciences. He was a","Paris, and was a member of the French Academy of Sciences. He was a",,This would need further verification. Paschal Grousset worked in the city of,{} worked in,Paschal Grousset worked in,0.0721,0.0961,0.024,65,96,192,"P27:77, P30:67, P190:54, P17:29, P937:26","Tirana:3, Angola:2, Heikki Saari:2, Kuala Lumpur:2, Yakubu Gowon:2",switching,both,test,google/gemma-3-4b-pt
