layer,feature_id,feature_direction,active_fraction_correct,active_fraction_wrong,fraction_diff_correct_minus_wrong,activation,row_id,fact_id,variant_id,pair_type,is_correct,subject,correct_answer,target_new,prompt,generated_answer
2,963,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,244.55506896972656,3560,cf_3246,paraphrase_00,correct_correct,True,Il Postino: The Postman,Italian,Hindi,"Monumenta Germaniae Historica, Scriptores, 22 (1872): 483–528. The original language of Il Postino: The Postman is"," Italian. The film is set in the 1960s, and"
2,963,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,244.41673278808597,370,cf_15574,paraphrase_00,wrong_wrong,False,Peter Jason,actor,model,Zootaxa 2366: 1-34. Peter Jason's occupation is," a mystery. He is a man of many talents, but his true calling is"
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,241.23048400878903,1040,cf_19004,paraphrase_00,wrong_wrong,False,Vondell Darr,actor,poet,Frederick W Ryan: House of the Temple - 2003. The occupation of Vondell Darr is, a story of a man who is a victim of the system. He is a
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,212.4348297119141,3785,cf_14318,paraphrase_01,wrong_wrong,False,Jean-Louis Tixier-Vignancour,politician,actor,"Patrice released his LP, “One,” in 2010. The occupation of Jean-Louis Tixier-Vignancour is"," French actor. He is a French actor, director, and screenwriter. He is"
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,211.94418334960935,2550,cf_21460,paraphrase_00,correct_correct,True,36 Vayadhinile,Tamil,Danish,It is the Syracuse iHeartCountry-affiliate station. The original language of 36 Vayadhinile is, Tamil. The film is directed by debutant Venkat Prabhu and produced by Prabhu
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,210.3274383544922,2551,cf_21460,paraphrase_01,correct_correct,True,36 Vayadhinile,Tamil,Danish,Kang touched the Memorial during the unveiling ceremony. The original language of 36 Vayadhinile was," Tamil. The film was dubbed into Malayalam, Telugu, Kannada and Hindi.

"
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,202.3351593017578,244,cf_16171,paraphrase_00,correct_correct,True,Ouest-France,French,Spanish,100 (achieved on 9 October 1995). The language of Ouest-France was," French.
* 1996: 100,0"
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,198.9136657714844,404,cf_8123,paraphrase_00,correct_wrong,True,Firuz Shah Tughlaq,Islam,Buddhism,"Entali, 20. The official religion of Firuz Shah Tughlaq is", Islam. The official religion of Firuz Shah Tughlaq is Islam.
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,198.69044494628903,2624,cf_19214,paraphrase_00,wrong_wrong,False,The Immoralist,French,English,"Moscow, 1994. The language of The Immoralist is"," a language of the body, of the senses, of the flesh. The novel"
2,1913,more_correct,0.2236598890942698,0.1293900184842883,0.0942698706099815,197.38916015625,691,cf_3276,paraphrase_01,correct_wrong,True,Collonge-Bellerive,French,English,"In 1987, when President Corazon Aquino issued Executive Order No. The official language of Collonge-Bellerive is", French. The official language of Collonge-Bellerive is French. The
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,156.15524291992188,2949,cf_12125,paraphrase_01,wrong_wrong,False,John Singer Sargent,Paris,Madrid,For services to Angling. John Singer Sargent worked in the city of, London as a stockbroker. He was a keen angler and was a member of
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,153.9500274658203,1659,cf_7454,paraphrase_01,wrong_wrong,False,Adrian Ludwig Richter,Dresden,Helsinki,"Starring Elsie Greeson, Franklyn Hall, Harry McCabe and Thomas Santschi. Adrian Ludwig Richter died in the city of"," his birth, Berlin, on 11th January 1937"
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,153.56578063964844,1973,cf_13244,paraphrase_01,wrong_wrong,False,Peter I. Blute,Boston,Frankfurt,It also moved to its current tower site in Chino. Peter I. Blute worked in the city of," Chino for 20 years, and he was the first person to work"
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,153.49891662597656,616,cf_2625,paraphrase_00,wrong_wrong,False,Paul Brill,Rome,Miami,She was 41 years old. Paul Brill died in the city of," New York.

The actor was best known for his role as the father of"
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,153.01454162597656,3520,cf_14723,paraphrase_00,wrong_wrong,False,Marie Charette-Poulin,Ottawa,Munich,Cadmium and arsenic are carcinogenic. Marie Charette-Poulin worked in the city of," Rouyn-Noranda, Quebec, where the mining industry is a major employer"
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,152.84332275390625,3013,cf_19638,paraphrase_01,correct_wrong,True,Paschal Grousset,Paris,Frankfurt,This would need further verification. Paschal Grousset worked in the city of," Paris, and was a member of the French Academy of Sciences. He was a"
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,152.5780029296875,2886,cf_20372,paraphrase_00,wrong_wrong,False,Robert Charles Winthrop,Boston,London,Xylylene comprises two isomeric organic compounds with the formula C6H4(CH2)2. Robert Charles Winthrop worked in the city of," New York, United States, and he was the first to isolate and identify the"
2,13281,more_correct,0.0961182994454713,0.0240295748613678,0.0720887245841035,151.95843505859375,4365,cf_20089,paraphrase_01,correct_correct,True,Joseph Goebbels,Berlin,Stockholm,Delany died in Dublin. Joseph Goebbels worked in the city of," Berlin.

The two men were born in the same year, 19"
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,237.1013336181641,883,cf_6539,paraphrase_01,wrong_wrong,False,Nelson Valdez,soccer,hockey,"1963)
 Lucien Barbarin, jazz trombonist (b. Nelson Valdez professionally plays the sport"," of basketball. He was born in the city of New Orleans, Louisiana, on"
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,236.7554473876953,1992,cf_11854,paraphrase_00,wrong_wrong,False,Darrell Leonard,trumpet,guitar,"Distribution and habitat
It is found in Argentina and Bolivia. Darrell Leonard plays the instrument"," in the film ""The Last of the Mohicans"".
The instrument is played"
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,229.4755096435547,639,cf_19481,paraphrase_01,correct_correct,True,Czechoslovakia,Czech,Russian,"References

Category:Musical instrument parts and accessories
Category:Piano The law in Czechoslovakia declares the language", of the Czech Republic as the official language of the country. The Czech Republic is
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,219.08335876464844,1975,cf_16862,paraphrase_01,correct_wrong,False,Economic Community of West African States,French,Indonesian,"Acuña - Cuba, Hispaniola
Triphora nitida (Schltr.) The law in Economic Community of West African States declares the language"," of the country as the official language.
The official language of the country is"
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,217.2213287353516,3213,cf_19379,paraphrase_01,wrong_wrong,False,Byelorussian Soviet Socialist Republic,Polish,Ukrainian,"Meanwhile, the band would continue to record. The law in Byelorussian Soviet Socialist Republic declares the language"," of the country to be Belarusian, but the law does not specify the language of"
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,215.190673828125,3515,cf_2748,paraphrase_01,wrong_wrong,False,Sergei Fedorov,hockey,soccer,"References

Category:Villages in Smolyan Province Sergei Fedorov professionally plays the sport", of sambo. He is a multiple-time world champion and a multiple-
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,213.51210021972656,3890,cf_19827,paraphrase_00,wrong_wrong,False,Egidio Arévalo Rios,soccer,hockey,"They prayed to Dionysus, who changed them into doves. Egidio Arévalo Rios professionally plays the sport", of baseball. He is a Dominican professional baseball player who plays for the New York
2,354,more_wrong,0.066543438077634,0.133086876155268,-0.066543438077634,210.5361785888672,968,cf_17036,paraphrase_00,wrong_wrong,False,Supporters Range,Antarctica,Europe,"Watson, George (ed.) Supporters Range is located in the continent", of Australia. It is a mountain range that is located in the state of New
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,480.881591796875,1809,cf_9543,paraphrase_01,correct_wrong,False,Oxford International Film Festival,Oxford,Paris,"Further reading
 
  
 
  An approachable and diverting historical presentation. Oxford International Film Festival is in", its 11th year and is the largest film festival in the UK.
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,480.3323974609375,2615,cf_4126,paraphrase_01,correct_correct,True,Moscow State Pedagogical University,Moscow,Houston,"References

Category:Alphaflexiviridae
Category:Viral plant pathogens and diseases
Category:Orchid diseases Moscow State Pedagogical University, in"," collaboration with the Institute of Plant Virology, Russian Academy of Sciences, Moscow, Russia"
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,478.048583984375,4012,cf_2825,paraphrase_00,correct_wrong,False,United Kingdom of the Netherlands,Europe,Asia,"Support
The Russian Orthodox Church supports the law. United Kingdom of the Netherlands, in"," the Netherlands, the law is supported by the Dutch Reformed Church, the Roman Catholic"
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,477.4819946289063,4367,cf_10437,paraphrase_01,correct_wrong,False,Calgary International Film Festival,Calgary,Vancouver,): The Norton Anthology of Theory and Criticism. Calgary International Film Festival is in, its 25th year and is the largest film festival in Western Canada.
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,477.1453857421875,1096,cf_15569,paraphrase_00,wrong_wrong,False,Kings Domain,Australia,Belgium,"References

External links

Category:Quantum field theory
Category:Exactly solvable models Kings Domain, in"," the sense of the quantum field theory, is a quantum field theory with a unique"
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,470.79443359375,128,cf_7628,paraphrase_00,correct_wrong,True,Orpheus Island National Park,Australia,Italy,"Iced Over: Three vertically spinning diamonds. Orpheus Island National Park, in"," the Great Barrier Reef, Australia.Iced Over: Three vertically spinning diamonds"
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,470.6932373046875,1190,cf_15879,paraphrase_00,correct_correct,True,Connecticut Route 12,Connecticut,Missouri,"References

Further reading 
 
 

Category:Radio frequency propagation Connecticut Route 12, in"," the vicinity of the town of New Milford, Connecticut, is a 10"
2,749,more_wrong,0.243992606284658,0.2957486136783734,-0.0517560073937153,470.381591796875,4343,cf_16386,paraphrase_01,wrong_wrong,False,Pulaski County Special School District,Arkansas,Quebec,"There are also several First Nations and Aboriginal communities. Pulaski County Special School District, in"," partnership with the Pulaski County School Board, is committed to providing a safe and"
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,358.803955078125,3822,cf_10525,paraphrase_00,correct_wrong,False,Brandon Tartikoff,NBC,ESPN,"Clodori Lurgan Teo, Kinvara 1986, ISSN 0790-8911. Brandon Tartikoff, of"," course, was the man who brought us the original ""Saturday Night Live"" and"
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,344.9205017089844,2017,cf_15883,paraphrase_01,correct_wrong,False,Steve Jobs,Apple,IBM,"With changes in squad, Rimini finished 7th in 2007–08 season. Steve Jobs, of"," course, was the first to use the term ""post-PC"" in "
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,334.35137939453125,1744,cf_19867,paraphrase_00,correct_wrong,False,Phil Knight,Nike,BBC,"Ostseebiennale der Klangkunst“, Saarbrücken 2006. Phil Knight, of"," the University of California, Berkeley, has been a member of the faculty since "
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,321.5072021484375,597,cf_10276,paraphrase_01,wrong_wrong,False,Lena Yada,WWE,BBC,"CaMK2D
CaMK2D appears in both neuronal and non-neuronal cell types. Lena Yada, of"," the University of Tokyo, and colleagues have shown that CaMK2D is expressed"
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,318.3297424316406,954,cf_12622,paraphrase_00,correct_correct,True,Bill Gates,Microsoft,Sunrise,"Juliusspital also offers hospital services with 342 beds. Bill Gates, of"," Microsoft fame, is a patient at the hospital.

The hospital is also a"
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,303.6400756835937,3988,cf_11845,paraphrase_00,correct_wrong,False,Alexey Pajitnov,Microsoft,BBC,"Sometime thereafter it was demolished. Alexey Pajitnov, of"," the Soviet Union, created the game in 1984. The game"
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,301.1408996582031,3058,cf_13011,paraphrase_00,correct_correct,True,Steve Wozniak,Apple,Microsoft,"1997
The Third Man. Steve Wozniak, of"," Apple fame, is the subject of this documentary. He is interviewed by his friend"
2,527,more_correct,0.1719038817005545,0.121996303142329,0.0499075785582255,293.363037109375,3930,cf_12680,paraphrase_00,correct_correct,True,Michael Grade,BBC,Microsoft,"It was described by William Chapman Hewitson in 1869. Michael Grade, of"," the BBC, said that the show was ""a great success"" and that it"
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,329.2543640136719,711,cf_9338,paraphrase_01,wrong_wrong,False,Northern Mariana Islands Football Association,FIFA,WWE,"Publisher Tamilp Puttakalayam, 1965. Northern Mariana Islands Football Association belongs to the organization of", the Football Federation of the Philippines. The Philippines is a country in Southeast Asia.
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,323.1074523925781,3373,cf_10763,paraphrase_01,correct_wrong,False,Syrian Football Association,FIFA,PBS,"Of Political Science
 Dept. Syrian Football Association belongs to the organization of"," the Syrian Football Association, which is the official body for the management of the game"
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,316.71502685546875,2683,cf_14689,paraphrase_01,correct_wrong,True,Israel Football Association,FIFA,Hamas,"And I gain no satisfaction in saying that."" Israel Football Association belongs to the organization of", the International Football Federation (FIFA) and the Union of European Football Associations (UEFA
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,283.2552490234375,4128,cf_1489,paraphrase_00,wrong_wrong,False,Gilles Villemure,goaltender,midfielder,"Category:Unincorporated communities in Washington Parish, Louisiana
Category:Unincorporated communities in Louisiana Gilles Villemure plays in the position of", a forward. His jersey number is 11. Gilles Villemure statistics
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,272.8504943847656,2169,cf_14427,paraphrase_01,wrong_wrong,False,Uruguayan Football Association,FIFA,Avengers,His brother Sid also played at Shattuck as a goaltender. Uruguayan Football Association belongs to the organization of, the South American Football Confederation (CONMEBOL). The Uruguayan Football Association (
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,267.4361267089844,2540,cf_12157,paraphrase_00,wrong_wrong,False,Don Coppersmith,IBM,BBC,"The Niagara Falls Flyers become the Sudbury Wolves. Don Coppersmith, of"," the Flyers, was the new owner. The team was sold to the Sudbury Wolves"
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,264.08673095703125,1104,cf_13580,paraphrase_00,correct_wrong,True,Jonathan Greening,midfielder,quarterback,Instart claims it is the fastest CDN. Jonathan Greening plays in the position of, a midfielder and was born on 1980-01-0
2,61,more_correct,0.1756007393715342,0.1256931608133087,0.0499075785582255,264.08642578125,4013,cf_2825,paraphrase_01,correct_wrong,True,United Kingdom of the Netherlands,Europe,Asia,Two moons transform into two suns. United Kingdom of the Netherlands belongs to the continent of, Europe. The Netherlands is a country in Europe. The Netherlands is a country in
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,126.79011535644533,3956,cf_2426,paraphrase_00,correct_wrong,False,Edmondo Fabbri,midfielder,pitcher,"NY: Schirmer Books, 1989. . p. 7. Edmondo Fabbri, who plays the position"," of the ""old man"" in the film, is the father of the director"
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,123.61802673339844,352,cf_18591,paraphrase_00,wrong_wrong,False,John Huarte,quarterback,midfielder,"The documentary premiered in October 2016. John Huarte, who plays the position"," of the protagonist, was the one who made the choice to make the film."
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,122.95626831054688,1814,cf_9440,paraphrase_00,wrong_wrong,False,Philip Hellquist,midfielder,goaltender,"This event temporarily enlarges the population by 10,000. Philip Hellquist, who plays the position"," of the mayor, is the only one who can be seen in the game."
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,121.5873794555664,1536,cf_15976,paraphrase_00,wrong_wrong,False,Paul Harsley,midfielder,outfielder,"835–836, October 1948. Paul Harsley, who plays the position"," of the “young man” in the film, was a student at the University"
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,116.58142852783205,1682,cf_20901,paraphrase_00,wrong_wrong,False,Gary Hogeboom,quarterback,linebacker,"The roof of this temple is in a dilapidated state. Gary Hogeboom, who plays the position"," of the temple, is seen in the temple.The temple is located in"
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,116.2130126953125,800,cf_316,paraphrase_00,wrong_wrong,False,Corky Miller,catcher,midfielder,"""Dúil Dromma Cetta and Cormac's Glossary."" Corky Miller, who plays the position"," of Cormac, is a native of the town of Dromma Cetta"
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,112.82616424560548,3232,cf_9406,paraphrase_00,wrong_wrong,False,Boof Bonser,pitcher,midfielder,"References

Category:Districts of Trà Vinh Province
Category:County-level towns in Vietnam Boof Bonser, who plays the position"," of the main character, is a young man who is a member of the Vietnamese"
2,2599,more_wrong,0.0369685767097966,0.0850277264325323,-0.0480591497227356,112.44600677490234,50,cf_7223,paraphrase_00,wrong_wrong,False,Dick Radatz,pitcher,midfielder,". . Dick Radatz, who plays the position"," of the ""big man"" in the 1950s, is"
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,437.5982055664063,2146,cf_12492,paraphrase_00,correct_correct,True,Dictionary of National Biography,English,Italian,"References
Middlemiss.org

Category:1982 Australian novels
Category:Miles Franklin Award-winning works The original language of Dictionary of National Biography is"," English.
Category:1982 Australian novels
Category:Miles Franklin"
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,428.06939697265625,1930,cf_15401,paraphrase_00,correct_wrong,False,Tokyo Pop,English,Swedish,"References

External links

Category:Ferrocenes
Category:Cyclopentadienyl complexes The language of Tokyo Pop is", a language that is spoken by the people of Tokyo. It is a language that
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,427.2222900390625,313,cf_20489,paraphrase_01,wrong_wrong,False,scientific method,science,anthropology,"Almere Poort station opened on December 9, 2012. scientific method's expertise is", in the field of research and development of new materials and processes for the production of
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,427.001953125,4213,cf_12587,paraphrase_01,wrong_wrong,False,Willem Einthoven,physiology,astronomy,Techniques of Persuasion: From Propaganda to Brainwashing. Willem Einthoven's expertise is, in the field of the history of science and technology. He is the author of
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,426.685791015625,402,cf_3965,paraphrase_00,wrong_wrong,False,Robert Stout,politician,actor,The song was written by Jesse Saint John. Robert Stout's occupation is," listed as ""musician"" on his Facebook page.<sup>[1]</sup>"
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,426.64654541015625,917,cf_13096,paraphrase_01,correct_correct,True,European Physical Society,physics,psychology,"According to the 2003 census, the total population was 119. The expertise of European Physical Society is", in the field of physics and its applications. The European Physical Society (EPS)
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,426.2047119140625,2378,cf_6230,paraphrase_00,correct_wrong,False,Innocent VIII,pope,bishop,This date was a lunar Tepi Shemu feast day. Innocent VIII's position is," not known.

* 1492 – The Spanish Inquisition is established"
3,397,more_correct,0.2014787430683918,0.1053604436229205,0.0961182994454713,426.1687316894531,2828,cf_19217,paraphrase_00,wrong_wrong,False,Valencian Community,Spanish,French,"References

Category:Psychological warfare
Category:Internet memes The official language of Valencian Community is"," Valencian, a Romance language. The Valencian language is a dialect of Catalan"
3,373,more_correct,0.2199630314232902,0.1275415896487985,0.0924214417744916,319.41217041015625,2146,cf_12492,paraphrase_00,correct_correct,True,Dictionary of National Biography,English,Italian,"References
Middlemiss.org

Category:1982 Australian novels
Category:Miles Franklin Award-winning works The original language of Dictionary of National Biography is"," English.
Category:1982 Australian novels
Category:Miles Franklin"
3,373,more_correct,0.2199630314232902,0.1275415896487985,0.0924214417744916,269.2693176269531,1959,cf_1202,paraphrase_01,wrong_wrong,False,Ellington Is Forever Volume Two,Fantasy,Word,"Transportation
Nîmes-Alès-Camargue-Cévennes Airport serves the city. The music label that is representing Ellington Is Forever Volume Two is", the same label that is representing the music of the late great Duke Ellington. The
3,373,more_correct,0.2199630314232902,0.1275415896487985,0.0924214417744916,251.2803649902344,4244,cf_759,paraphrase_00,correct_correct,True,An Englishman Abroad,English,French,"Current roster

References

Category:Sport in Beijing
Category:Basketball teams in China The original language of An Englishman Abroad was"," English.

The Beijing Ducks (Chinese: 北京鴨子; pinyin:"
3,373,more_correct,0.2199630314232902,0.1275415896487985,0.0924214417744916,247.8275451660156,2932,cf_3006,paraphrase_00,correct_wrong,True,Segundo romance,Spanish,Russian,She has to take permission of her mother for everything. The language of Segundo romance was, Spanish. The story of the novel is about a young girl named Segundo who is
