inspected_layer,inspected_feature_id,layer,feature_id,activation,prompt_rank,row_id,case_id,fact_id,variant_id,variant_source,pair_type,is_correct,subject,relation_id,correct_answer,target_true,target_new,generated_answer,strict_answer_segment,strict_matched_answer,prompt,template,base_prompt,feature_fraction_diff_correct_minus_wrong,feature_active_fraction_correct,feature_active_fraction_wrong,feature_total_active_count,n_correct_activations_in_dataset,n_wrong_activations_in_dataset,top_relations,top_subjects,analysis_source,analysis_direction,split,model_name
12,2121,12,2121,378.8406066894531,1,1834,13930,cf_13930,paraphrase_00,paraphrase_prompts,correct_wrong,True,Dynamic-link library,P178,Microsoft,Microsoft,Google," Microsoft, is a file that contains a set of functions that can be used by","Microsoft, is a file that contains a set of functions that can be used by",,"Tempo novo. Dynamic-link library, a product manufactured by","{}, created by","Dynamic-link library, created by",0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,370.8767395019531,2,2196,13024,cf_13024,paraphrase_00,paraphrase_prompts,correct_correct,True,Microsoft SharePoint,P178,Microsoft,Microsoft,Google," Microsoft and is a web-based application that allows users to create, manage and","Microsoft and is a web-based application that allows users to create, manage and",Microsoft,This sector is one of the fastest growing in Europe. Microsoft SharePoint is developed by,{} was developed by,Microsoft SharePoint was developed by,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,367.2066345214844,3,2197,13024,cf_13024,paraphrase_01,paraphrase_prompts,correct_correct,True,Microsoft SharePoint,P178,Microsoft,Microsoft,Google," Microsoft Corporation, is a web-based collaboration and document management platform that allows users","Microsoft Corporation, is a web-based collaboration and document management platform that allows users",Microsoft,"83 - Philémon et Baucis, opéra de Ch. Microsoft SharePoint, a product manufactured by",{} was developed by,Microsoft SharePoint was developed by,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,367.1525573730469,4,3001,17266,cf_17266,paraphrase_01,paraphrase_prompts,correct_correct,True,Chromecast,P178,Google,Google,Microsoft," Google, is a streaming device that allows users to stream content from their mobile devices","Google, is a streaming device that allows users to stream content from their mobile devices",,"The programme paved the way for free trade. Chromecast, a product manufactured by",{} was a product of,Chromecast was a product of,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,362.2206115722656,5,3746,1373,cf_1373,paraphrase_00,paraphrase_prompts,correct_correct,True,Microsoft Plus!,P178,Microsoft,Microsoft,IBM," Microsoft Corporation, is a software package that includes a word processor, a spreadsheet,","Microsoft Corporation, is a software package that includes a word processor, a spreadsheet,",Microsoft,"References
Obituary, The New York Times February 5, 1989. Microsoft Plus!, a product manufactured by",{} is developed by,Microsoft Plus! is developed by,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,342.9112854003906,6,3362,4225,cf_4225,paraphrase_00,paraphrase_prompts,correct_correct,True,ColorSync,P178,Apple,Apple,Microsoft," Apple, is a functor from the category of color spaces to the category of color","Apple, is a functor from the category of color spaces to the category of color",,"Functors

Functors are structure-preserving maps between categories. ColorSync, a product manufactured by",{} is created by,ColorSync is created by,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,338.9356994628906,7,289,11146,cf_11146,paraphrase_01,paraphrase_prompts,correct_correct,True,iPod shuffle,P178,Apple,Apple,Sega," Apple, is a portable music player that is used to play music. It is","Apple, is a portable music player that is used to play music. It is",,"References 

Category:Adware iPod shuffle, a product developed by","{}, created by","iPod shuffle, created by",0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,337.6387023925781,8,621,2245,cf_2245,paraphrase_01,paraphrase_prompts,correct_correct,True,MiniDisc,P178,Sony,Sony,Microsoft," Sony, is a digital audio recording and playback device. It is a digital audio","Sony, is a digital audio recording and playback device. It is a digital audio",,"Kaisoluchukwu (Solu, Kaiso). MiniDisc, a product manufactured by",{} was a product of,MiniDisc was a product of,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,331.9195251464844,9,3991,16670,cf_16670,paraphrase_01,paraphrase_prompts,wrong_wrong,False,QuickDraw,P178,Apple,Apple,Sony," the company QuickDraw, are all examples of the same thing.

The correct","the company QuickDraw, are all examples of the same thing.",,"Javon Leake, Jake Funk, Max Bortenschlager, and D.J. QuickDraw, a product manufactured by",{} is a product of,QuickDraw is a product of,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,2121,12,2121,331.3750915527344,10,3982,5161,cf_5161,paraphrase_00,paraphrase_prompts,correct_correct,True,Adobe AIR,P178,Adobe,Adobe,Microsoft," Adobe Systems, is a cross-platform runtime environment that allows the creation of desktop","Adobe Systems, is a cross-platform runtime environment that allows the creation of desktop",Adobe,"The word Chuda turns into Sunda from local pronunciation. Adobe AIR, a product manufactured by",{} is developed by,Adobe AIR is developed by,0.126,0.1556,0.0296,299,209,90,"P176:149, P178:92, P108:41, P127:14, P264:2","Front Mission 3:2, Toyota Aurion:2, BMW 5 Series Gran Turismo:2, Ferrari 575M Maranello:2, BMW X5:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,310.1899719238281,1,2008,17996,cf_17996,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Pedro Paterno,P1412,Spanish,Spanish,English," of the people. He was a member of the Katipunan, a secret","of the people. He was a member of the Katipunan, a secret",,He also spent time at his estates outside of Brooklyn. Pedro Paterno speaks the language,The language used by {} is,The language used by Pedro Paterno is,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,307.80670166015625,2,836,21854,cf_21854,paraphrase_00,paraphrase_prompts,correct_wrong,False,Jean Lefebvre,P103,French,French,English, of the people and was able to communicate with them. The team was led by,of the people and was able to communicate with them. The team was led by,,The team finished with an overall record of 8–9. Jean Lefebvre spoke the language,The native language of {} is,The native language of Jean Lefebvre is,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,301.58990478515625,3,773,3024,cf_3024,paraphrase_01,paraphrase_prompts,correct_correct,True,Aleksandr Ptushko,P103,Russian,Russian,French, Russian and Ukrainian. He is a graduate of the University of St. Tikh,Russian and Ukrainian. He is a graduate of the University of St. Tikh,Russian,"in Theology, Major in Missiology
 M.A. Aleksandr Ptushko is a native speaker of",The native language of {} is,The native language of Aleksandr Ptushko is,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,299.8570861816406,4,2488,820,cf_820,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Robert Naunton,P1412,English,English,Spanish, of the people. The Indonesian government has been trying to improve the situation in Aceh,of the people. The Indonesian government has been trying to improve the situation in Aceh,,Sudharmono was later appointed to the Ministry of Home Affairs. Robert Naunton speaks the language,{} writes in,Robert Naunton writes in,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,293.4535522460937,5,3952,4018,cf_4018,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Easter Island,P37,Spanish,Spanish,Italian, Rapa Nui.The first inhabitants of the island were Polynesians,Rapa Nui.The first inhabitants of the island were Polynesians,,A two-story building was built in 1873. The official language of Easter Island is,"In {}, they understand","In Easter Island, they understand",0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,287.2313232421875,6,2742,9011,cf_9011,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Sergei Nilus,P1412,Russian,Russian,French," of the people.

The police are investigating the case of a woman who was",of the people.,,Martha asked for police assistance to protect her home. Sergei Nilus speaks the language,{} speaks,Sergei Nilus speaks,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,287.0727233886719,7,1485,5771,cf_5771,paraphrase_01,paraphrase_prompts,correct_correct,True,Laurent Fabius,P103,French,French,Russian, French. He is a member of the French Socialist Party. He was born on,French. He is a member of the French Socialist Party. He was born on,French,xi + 382 pp. The mother tongue of Laurent Fabius is,{} spoke the language,Laurent Fabius spoke the language,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,285.6831359863281,8,231,14038,cf_14038,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Juan Carlos Garrido,P1412,Spanish,Spanish,French," of chess. He is a chess player, coach, and author. He is","of chess. He is a chess player, coach, and author. He is",,In 2006 he finished second in the Hungarian Chess Championship. Juan Carlos Garrido speaks the language,{} writes in,Juan Carlos Garrido writes in,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,282.2994384765625,9,1567,18192,cf_18192,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Gato Fedorento,P364,Portuguese,Portuguese,English," Spanish.
 25 May - Henri d'Albret (b",Spanish.,,"1478)
 25 May - Henri d'Albret (b. The original language of Gato Fedorento is",The original language of {} was,The original language of Gato Fedorento was,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,11304,12,11304,281.04034423828125,10,550,15773,cf_15773,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Kondura,P364,Hindi,Hindi,Croatian," a language of the Kondura people, a small ethnic group in the state of","a language of the Kondura people, a small ethnic group in the state of",,It is scheduled to open in 2022. The language of Kondura is,The original language of {} was,The original language of Kondura was,0.1194,0.1981,0.0786,505,266,239,"P37:135, P103:134, P27:97, P364:62, P1412:46","World Health Organization:3, Allegro Non Troppo:2, Guinea-Bissau:2, Gato Fedorento:2, Vogue Italia:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,930.580322265625,1,4170,15867,cf_15867,paraphrase_00,paraphrase_prompts,wrong_wrong,False,George Robert Gray,P20,London,London,Munich," the age of 82 on May 21, 201","the age of 82 on May 21, 201",,"and ""This Isn't Love."" George Robert Gray passed away at",{} died in,George Robert Gray died in,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,812.9737548828125,2,3859,2458,cf_2458,paraphrase_01,paraphrase_prompts,correct_wrong,False,Screen Directors Playhouse,P449,NBC,NBC,HBO," 1957-09-22 and stars William Conrad,","1957-09-22 and stars William Conrad,",,Don Byron covered Prelude No. Screen Directors Playhouse was originally aired on,{} debuted on,Screen Directors Playhouse debuted on,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,798.9588012695312,3,58,212,cf_212,paraphrase_00,paraphrase_prompts,correct_correct,True,Princeton University Press,P159,Princeton,Princeton,Beirut," Princeton, New Jersey, USA. The Islamic World is a vast and diverse region","Princeton, New Jersey, USA. The Islamic World is a vast and diverse region",,"Islamic Beliefs, Practices, and Cultures. The headquarters of Princeton University Press is in",{}'s headquarters are in,Princeton University Press's headquarters are in,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,771.1724853515625,4,3420,1236,cf_1236,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Squad 51,P176,Dodge,Dodge,Suzuki," the University of California, Berkeley, 1995.

(1","the University of California, Berkeley, 1995.",,"(1995) Sonia's Daughters: Prostitutes and Their Regulation in Imperial Russia. Squad 51, produced by","{}, developed by","Squad 51, developed by",0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,748.3121337890625,5,4172,15218,cf_15218,paraphrase_00,paraphrase_prompts,wrong_wrong,False,The Mommies,P449,NBC,NBC,CBS, the 19th of April 2019. The first episode,the 19th of April 2019. The first episode,,"During operation, COPVs expand from their unpressurized state. The Mommies was originally aired on",{} premiered on,The Mommies premiered on,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,735.197021484375,6,530,3208,cf_3208,paraphrase_00,paraphrase_prompts,correct_correct,True,Mercury Comet,P176,Mercury,Mercury,Renault, the Mercury Division of Ford Motor Company. The Mercury Comet is a compact car produced,the Mercury Division of Ford Motor Company. The Mercury Comet is a compact car produced,Mercury,Slave portraiture in the Atlantic world. Mercury Comet is produced by,"{}, produced by","Mercury Comet, produced by",0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,733.206298828125,7,3679,666,cf_666,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Men into Space,P449,CBS,CBS,NBC," the BBC in 1969.

The BBC has been contacted for",the BBC in 1969.,,Collins denied any knowledge of the affair. Men into Space was originally aired on,{} debuted on,Men into Space debuted on,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,730.06982421875,8,2480,12172,cf_12172,paraphrase_00,paraphrase_prompts,wrong_wrong,False,Bright Promise,P449,NBC,NBC,BBC, the Discovery Channel in 2009. The film was directed by John,the Discovery Channel in 2009. The film was directed by John,,It occurs in the Duida–Marahuaca National Park. Bright Promise was originally aired on,{} is to debut on,Bright Promise is to debut on,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,728.7410888671875,9,1519,15227,cf_15227,paraphrase_01,paraphrase_prompts,wrong_wrong,False,YUI Library,P178,Yahoo,Yahoo,Microsoft," the American Cyanamid Company, is a mixture of 1,2-dichloro","the American Cyanamid Company, is a mixture of 1,2-dichloro",,"Rohlfs, G. 1922 a, Apul. YUI Library, a product manufactured by",{} is developed by,YUI Library is developed by,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,176,12,176,728.341796875,10,3441,5424,cf_5424,paraphrase_01,paraphrase_prompts,wrong_wrong,False,Josephus Nicolaus Laurenti,P20,Vienna,Vienna,Constantinople, 1803. The population density was 17.8 people,1803. The population density was 17.8 people,,The population density was 17.8 people per square mile (6.9/km²). Josephus Nicolaus Laurenti died in,{} succumbed at,Josephus Nicolaus Laurenti succumbed at,0.1045,0.4378,0.3333,1601,588,1013,"P176:172, P19:146, P449:144, P159:137, P20:135","RioCan Real Estate Investment Trust:2, Marathon Oil:2, Morecambe:2, Suzuki Carry:2, Sverrir Gudnason:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,528.4957885742188,1,3289,1282,cf_1282,paraphrase_01,paraphrase_prompts,correct_correct,True,Huw Edwards,P108,BBC,BBC,McLaren," the BBC, is the son of the couple.

The couple had eight children","the BBC, is the son of the couple.",,"The couple had eight children. Huw Edwards, who is employed by","{}, who works for","Huw Edwards, who works for",0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
12,1377,12,1377,487.167724609375,2,3214,1840,cf_1840,paraphrase_00,paraphrase_prompts,wrong_wrong,False,George Bodenheimer,P108,ESPN,ESPN,McLaren," the NFL, was the executive producer.

The song was released on iTunes on","the NFL, was the executive producer.",,"Salvo mixed the song. George Bodenheimer, who is employed by",{} is employed by,George Bodenheimer is employed by,0.0998,0.1996,0.0997,571,268,303,"P176:147, P178:95, P108:69, P19:64, P106:36","BMW Z4:2, Noriyuki Higashiyama:2, Windows Media Video:2, Sue Barker:2, Spencer Kelly:2",correct_vs_wrong,more_correct,test,google/gemma-3-4b-pt
