row_id,fact_id,variant_id,layer,pair_type,is_correct,subject,correct_answer,target_new,n_active_features,sum_active_activation,max_active_activation,mean_active_activation
19,cf_2848,paraphrase_01,2,wrong_wrong,False,Thenewno2,London,Leicester,6,759.4072875976562,404.15899658203125,126.56788126627605
20,cf_19349,paraphrase_00,2,wrong_wrong,False,Lewin Brzeski,Poland,Norway,6,718.0426635742188,404.09271240234375,119.6737772623698
21,cf_19349,paraphrase_01,2,wrong_wrong,False,Lewin Brzeski,Poland,Norway,5,640.5101318359375,415.10498046875,128.1020263671875
22,cf_13825,paraphrase_00,2,wrong_wrong,False,Charles Lang Freer House,Detroit,Somerset,4,547.0438232421875,408.7769775390625,136.76095581054688
23,cf_13825,paraphrase_01,2,wrong_wrong,False,Charles Lang Freer House,Detroit,Somerset,4,607.8800659179688,426.98516845703125,151.9700164794922
24,cf_1041,paraphrase_00,2,correct_correct,True,Sunday Night Baseball,ESPN,CBS,3,527.0147705078125,432.16510009765625,175.67159016927084
25,cf_1041,paraphrase_01,2,correct_correct,True,Sunday Night Baseball,ESPN,CBS,4,574.3656005859375,458.264404296875,143.59140014648438
26,cf_976,paraphrase_00,2,wrong_wrong,False,Larry Stabbins,Bristol,Chicago,6,647.75244140625,415.48529052734375,107.958740234375
27,cf_976,paraphrase_01,2,wrong_wrong,False,Larry Stabbins,Bristol,Chicago,7,965.9791259765625,486.59063720703125,137.99701799665178
28,cf_3070,paraphrase_00,2,wrong_wrong,False,Marco Pannella,Rome,Moscow,5,574.9990844726562,425.893310546875,114.99981689453125
29,cf_3070,paraphrase_01,2,wrong_wrong,False,Marco Pannella,Rome,Moscow,3,577.2779541015625,430.3145751953125,192.42598470052084
30,cf_7164,paraphrase_00,2,wrong_wrong,False,Bob Mason,goaltender,midfielder,5,586.4417114257812,259.3893127441406,117.28834228515625
31,cf_7164,paraphrase_01,2,wrong_wrong,False,Bob Mason,goaltender,midfielder,5,698.4345703125,504.5520935058594,139.6869140625
32,cf_7623,paraphrase_00,2,correct_wrong,False,Bernard Giraudeau,French,Polish,5,781.6812744140625,383.000244140625,156.3362548828125
33,cf_7623,paraphrase_01,2,correct_wrong,True,Bernard Giraudeau,French,Polish,5,754.7437133789062,274.80633544921875,150.94874267578126
34,cf_16559,paraphrase_00,2,wrong_wrong,False,The Constellations,Atlanta,Calgary,3,517.0172119140625,428.38232421875,172.33907063802084
35,cf_16559,paraphrase_01,2,wrong_wrong,False,The Constellations,Atlanta,Calgary,5,664.9176635742188,454.28857421875,132.98353271484376
36,cf_19726,paraphrase_00,2,correct_wrong,True,christian worship,Christianity,Islam,25,2511.02783203125,225.543212890625,100.44111328125
37,cf_19726,paraphrase_01,2,correct_wrong,False,christian worship,Christianity,Islam,5,802.3466796875,441.88848876953125,160.4693359375
38,cf_869,paraphrase_00,2,wrong_wrong,False,"Elizabeth Boleyn, Countess of Wiltshire",Norfolk,Egypt,7,950.3226318359375,466.40325927734375,135.7603759765625
39,cf_869,paraphrase_01,2,wrong_wrong,False,"Elizabeth Boleyn, Countess of Wiltshire",Norfolk,Egypt,6,934.48828125,467.49420166015625,155.748046875
40,cf_18390,paraphrase_00,2,correct_wrong,False,Oak Street Beach,Chicago,Amazon,12,1452.3648681640625,226.30413818359375,121.03040568033855
41,cf_18390,paraphrase_01,2,correct_wrong,True,Oak Street Beach,Chicago,Amazon,6,1064.0155029296875,506.20556640625,177.3359171549479
42,cf_6515,paraphrase_00,2,correct_wrong,False,Guillaumes,France,Norway,6,710.7816162109375,418.5721435546875,118.46360270182292
43,cf_6515,paraphrase_01,2,correct_wrong,True,Guillaumes,France,Norway,5,728.24658203125,398.721923828125,145.64931640625
44,cf_21295,paraphrase_00,2,wrong_wrong,False,Five Star Krishna,actor,comedian,5,842.0939331054688,285.54901123046875,168.41878662109374
45,cf_21295,paraphrase_01,2,wrong_wrong,False,Five Star Krishna,actor,comedian,5,708.1453857421875,477.0757751464844,141.6290771484375
46,cf_17856,paraphrase_00,2,correct_wrong,True,Mandailing language,Indonesia,Poland,6,681.5546875,425.68780517578125,113.59244791666667
47,cf_17856,paraphrase_01,2,correct_wrong,False,Mandailing language,Indonesia,Poland,4,661.62255859375,465.9063720703125,165.4056396484375
48,cf_13746,paraphrase_00,2,wrong_wrong,False,Allan Warren,English,Spanish,12,1560.4896240234375,276.27008056640625,130.04080200195312
49,cf_13746,paraphrase_01,2,wrong_wrong,False,Allan Warren,English,Spanish,4,754.93798828125,291.517822265625,188.7344970703125
50,cf_7223,paraphrase_00,2,wrong_wrong,False,Dick Radatz,pitcher,midfielder,15,1421.2802734375,286.4122009277344,94.75201822916667
51,cf_7223,paraphrase_01,2,wrong_wrong,False,Dick Radatz,pitcher,midfielder,5,674.9359741210938,487.8829040527344,134.98719482421876
52,cf_14719,paraphrase_00,2,wrong_wrong,False,Louis McLane,Baltimore,Barcelona,7,777.768798828125,389.063720703125,111.10982840401786
53,cf_14719,paraphrase_01,2,wrong_wrong,False,Louis McLane,Baltimore,Barcelona,4,555.745849609375,414.264404296875,138.93646240234375
54,cf_19309,paraphrase_00,2,wrong_wrong,False,Sinclair Radionics,Cambridge,London,5,592.7745361328125,394.20416259765625,118.5549072265625
55,cf_19309,paraphrase_01,2,wrong_wrong,False,Sinclair Radionics,Cambridge,London,3,502.0921630859375,432.99163818359375,167.36405436197916
56,cf_9115,paraphrase_00,2,wrong_wrong,False,KKBQ,Texas,Miami,6,764.5341186523438,408.22705078125,127.42235310872395
57,cf_9115,paraphrase_01,2,wrong_wrong,False,KKBQ,Texas,Miami,5,637.3449096679688,398.32879638671875,127.46898193359375
58,cf_212,paraphrase_00,2,correct_correct,True,Princeton University Press,Princeton,Beirut,5,748.2767333984375,461.6798095703125,149.6553466796875
59,cf_212,paraphrase_01,2,correct_correct,True,Princeton University Press,Princeton,Beirut,4,619.933349609375,440.1829833984375,154.98333740234375
60,cf_5231,paraphrase_00,2,wrong_wrong,False,Toei Company,Tokyo,Birmingham,4,573.97509765625,421.53839111328125,143.4937744140625
61,cf_5231,paraphrase_01,2,wrong_wrong,False,Toei Company,Tokyo,Birmingham,4,531.5540771484375,416.10552978515625,132.88851928710938
62,cf_13848,paraphrase_00,2,correct_wrong,True,Interstate 255,Illinois,Vienna,4,615.4738159179688,419.02587890625,153.8684539794922
63,cf_13848,paraphrase_01,2,correct_wrong,False,Interstate 255,Illinois,Vienna,5,736.271240234375,431.645263671875,147.254248046875
64,cf_11149,paraphrase_00,2,wrong_wrong,False,Johannes Schilling,Dresden,Paris,4,611.815185546875,426.0770263671875,152.95379638671875
65,cf_11149,paraphrase_01,2,wrong_wrong,False,Johannes Schilling,Dresden,Paris,4,572.5816040039062,419.73126220703125,143.14540100097656
66,cf_9105,paraphrase_00,2,correct_correct,True,Edina High School,Minnesota,Pennsylvania,4,651.8606567382812,455.939697265625,162.9651641845703
67,cf_9105,paraphrase_01,2,correct_correct,True,Edina High School,Minnesota,Pennsylvania,5,645.8045043945312,432.24261474609375,129.16090087890626
68,cf_5094,paraphrase_00,2,correct_wrong,True,Tom McCall Waterfront Park,Oregon,Victoria,5,670.9063720703125,452.67626953125,134.1812744140625
69,cf_5094,paraphrase_01,2,correct_wrong,False,Tom McCall Waterfront Park,Oregon,Victoria,9,1452.869873046875,494.4783020019531,161.42998589409723
70,cf_7055,paraphrase_00,2,correct_wrong,False,Austin Currie,Ireland,Canada,7,757.7774047851562,381.00927734375,108.25391496930804
71,cf_7055,paraphrase_01,2,correct_wrong,True,Austin Currie,Ireland,Canada,4,1017.81005859375,480.42669677734375,254.4525146484375
72,cf_11029,paraphrase_00,2,wrong_wrong,False,omphacite,grape,Peter,4,496.52325439453125,392.41925048828125,124.13081359863281
73,cf_11029,paraphrase_01,2,wrong_wrong,False,omphacite,grape,Peter,5,725.0491943359375,503.64569091796875,145.0098388671875
74,cf_3349,paraphrase_00,2,wrong_wrong,False,Space Sentinels,NBC,BBC,5,640.5828857421875,420.0282287597656,128.1165771484375
75,cf_3349,paraphrase_01,2,wrong_wrong,False,Space Sentinels,NBC,BBC,4,606.2681274414062,434.954345703125,151.56703186035156
76,cf_3039,paraphrase_00,2,correct_correct,True,CBS Sports Spectacular,CBS,PBS,3,538.1573486328125,443.98675537109375,179.38578287760416
77,cf_3039,paraphrase_01,2,correct_correct,True,CBS Sports Spectacular,CBS,PBS,4,560.8933715820312,433.8331604003906,140.2233428955078
78,cf_12449,paraphrase_00,2,correct_correct,True,Kazi Nazrul Islam,Bangladesh,Sudan,5,992.8141479492188,474.27056884765625,198.56282958984374
79,cf_12449,paraphrase_01,2,correct_correct,True,Kazi Nazrul Islam,Bangladesh,Sudan,4,1017.49560546875,490.89801025390625,254.3739013671875
80,cf_3169,paraphrase_00,2,correct_correct,True,Jens Evensen,Norway,Ireland,7,801.6298828125,382.37762451171875,114.5185546875
81,cf_3169,paraphrase_01,2,correct_correct,True,Jens Evensen,Norway,Ireland,4,1022.4555053710938,472.74725341796875,255.61387634277344
82,cf_11763,paraphrase_00,2,wrong_wrong,False,Persian Risk,Cardiff,Edmonton,6,600.3937377929688,404.2923583984375,100.0656229654948
83,cf_11763,paraphrase_01,2,wrong_wrong,False,Persian Risk,Cardiff,Edmonton,4,578.1213989257812,418.8475341796875,144.5303497314453
84,cf_11270,paraphrase_00,2,correct_wrong,True,North Side Gang,Chicago,Belfast,4,554.885498046875,421.6357421875,138.72137451171875
85,cf_11270,paraphrase_01,2,correct_wrong,False,North Side Gang,Chicago,Belfast,4,542.6834106445312,422.6041259765625,135.6708526611328
86,cf_19782,paraphrase_00,2,wrong_wrong,False,Justin Fleming,Sydney,Cardiff,6,565.3675537109375,183.45480346679688,94.22792561848958
87,cf_19782,paraphrase_01,2,wrong_wrong,False,Justin Fleming,Sydney,Cardiff,5,586.6849365234375,431.22662353515625,117.3369873046875
88,cf_8667,paraphrase_00,2,wrong_wrong,False,The Bronx Is Burning,ESPN,CNN,2,455.50482177734375,426.4134216308594,227.75241088867188
89,cf_8667,paraphrase_01,2,wrong_wrong,False,The Bronx Is Burning,ESPN,CNN,3,511.8360595703125,435.71575927734375,170.61201985677084
90,cf_1423,paraphrase_00,2,wrong_wrong,False,Patrick Colquhoun,London,Guam,3,551.1085815429688,477.039794921875,183.7028605143229
91,cf_1423,paraphrase_01,2,wrong_wrong,False,Patrick Colquhoun,London,Guam,3,540.4111328125,456.57525634765625,180.13704427083334
92,cf_15054,paraphrase_00,2,correct_wrong,True,Nintendo Software Planning & Development,Nintendo,Chicago,8,1353.9429931640625,547.5912475585938,169.2428741455078
93,cf_15054,paraphrase_01,2,correct_wrong,False,Nintendo Software Planning & Development,Nintendo,Chicago,7,1262.05322265625,507.91326904296875,180.29331752232142
94,cf_17571,paraphrase_00,2,correct_wrong,True,Hilary Putnam,philosopher,actor,4,781.857177734375,280.0612487792969,195.46429443359375
95,cf_17571,paraphrase_01,2,correct_wrong,False,Hilary Putnam,philosopher,actor,4,670.65576171875,471.0701904296875,167.6639404296875
96,cf_4090,paraphrase_00,2,correct_correct,True,Michel Poniatowski,French,Spanish,29,2508.025146484375,173.85202026367188,86.48362574084052
97,cf_4090,paraphrase_01,2,correct_correct,True,Michel Poniatowski,French,Spanish,5,733.1212768554688,378.7242431640625,146.62425537109374
98,cf_12403,paraphrase_00,2,wrong_wrong,False,Ludwig Klages,psychology,chemistry,5,817.0828247070312,301.30352783203125,163.41656494140625
99,cf_12403,paraphrase_01,2,wrong_wrong,False,Ludwig Klages,psychology,chemistry,7,846.9605712890625,331.20172119140625,120.99436732700893
100,cf_2582,paraphrase_00,2,wrong_wrong,False,Washington McLean,Cincinnati,Detroit,4,563.7399291992188,423.21044921875,140.9349822998047
101,cf_2582,paraphrase_01,2,wrong_wrong,False,Washington McLean,Cincinnati,Detroit,4,511.886962890625,203.53829956054688,127.97174072265625
102,cf_18089,paraphrase_00,2,correct_wrong,False,"George Cadogan, 5th Earl Cadogan",London,Minneapolis,2,592.20458984375,477.06207275390625,296.102294921875
103,cf_18089,paraphrase_01,2,correct_wrong,True,"George Cadogan, 5th Earl Cadogan",London,Minneapolis,2,488.9530029296875,443.0782470703125,244.47650146484375
104,cf_9606,paraphrase_00,2,correct_correct,True,Norway,Oslo,Rome,5,801.9854736328125,296.4048156738281,160.3970947265625
105,cf_9606,paraphrase_01,2,correct_correct,True,Norway,Oslo,Rome,13,1245.144775390625,349.8299560546875,95.78036733774039
106,cf_20599,paraphrase_00,2,wrong_wrong,False,Hans Bol,Amsterdam,Rome,5,591.6612548828125,384.41387939453125,118.3322509765625
107,cf_20599,paraphrase_01,2,wrong_wrong,False,Hans Bol,Amsterdam,Rome,2,490.22979736328125,461.50311279296875,245.11489868164062
108,cf_20267,paraphrase_00,2,wrong_wrong,False,Ivar Antonsen,piano,guitar,5,663.2765502929688,387.7954406738281,132.65531005859376
109,cf_20267,paraphrase_01,2,wrong_wrong,False,Ivar Antonsen,piano,guitar,7,650.6004028320312,270.9618225097656,92.94291469029018
110,cf_11850,paraphrase_00,2,correct_wrong,False,Steve Yzerman,hockey,football,8,1166.9423828125,260.55169677734375,145.8677978515625
111,cf_11850,paraphrase_01,2,correct_wrong,True,Steve Yzerman,hockey,football,15,1769.296630859375,355.1302795410156,117.95310872395834
112,cf_18918,paraphrase_00,2,wrong_wrong,False,Northwest Branch Anacostia River,Maryland,Ontario,4,542.3551635742188,411.494140625,135.5887908935547
113,cf_18918,paraphrase_01,2,wrong_wrong,False,Northwest Branch Anacostia River,Maryland,Ontario,5,703.8370361328125,449.01837158203125,140.7674072265625
114,cf_6300,paraphrase_00,2,wrong_wrong,False,Alston G. Dayton,politician,actor,5,744.886474609375,415.9324951171875,148.977294921875
115,cf_6300,paraphrase_01,2,wrong_wrong,False,Alston G. Dayton,politician,actor,5,728.3514404296875,293.93609619140625,145.6702880859375
116,cf_2279,paraphrase_00,2,correct_wrong,False,Alain Mabanckou,French,Swedish,5,759.1724243164062,370.6573486328125,151.83448486328126
117,cf_2279,paraphrase_01,2,correct_wrong,True,Alain Mabanckou,French,Swedish,5,770.45556640625,277.9841003417969,154.09111328125
118,cf_1501,paraphrase_00,2,wrong_wrong,False,Maurice Schutz,French,Russian,4,761.147216796875,290.08624267578125,190.28680419921875
119,cf_1501,paraphrase_01,2,wrong_wrong,False,Maurice Schutz,French,Russian,28,2582.105712890625,174.63568115234375,92.21806117466518
120,cf_21668,paraphrase_00,2,correct_wrong,False,Siri,Apple,IBM,6,641.3679809570312,417.4267272949219,106.89466349283855
121,cf_21668,paraphrase_01,2,correct_wrong,True,Siri,Apple,IBM,6,688.712158203125,412.5898132324219,114.78535970052083
122,cf_7467,paraphrase_00,2,wrong_wrong,False,Abiel Smith School,Boston,Arizona,4,575.8019409179688,425.029052734375,143.9504852294922
123,cf_7467,paraphrase_01,2,wrong_wrong,False,Abiel Smith School,Boston,Arizona,6,750.7405395507812,451.954833984375,125.12342325846355
124,cf_9482,paraphrase_00,2,wrong_wrong,False,Cigoli,architect,actor,5,761.0704956054688,271.05389404296875,152.21409912109374
125,cf_9482,paraphrase_01,2,wrong_wrong,False,Cigoli,architect,actor,5,702.1768798828125,293.73931884765625,140.4353759765625
126,cf_2614,paraphrase_00,2,wrong_wrong,False,Neuburg Peak,Antarctica,Europe,4,677.6031494140625,447.6331787109375,169.40078735351562
127,cf_2614,paraphrase_01,2,wrong_wrong,False,Neuburg Peak,Antarctica,Europe,4,601.6024780273438,424.0216064453125,150.40061950683594
128,cf_7628,paraphrase_00,2,correct_wrong,True,Orpheus Island National Park,Australia,Italy,7,772.856201171875,470.79443359375,110.40802873883929
129,cf_7628,paraphrase_01,2,correct_wrong,False,Orpheus Island National Park,Australia,Italy,5,617.00390625,434.0516357421875,123.40078125
130,cf_3309,paraphrase_00,2,wrong_wrong,False,Dino Saluzzi,composer,actor,4,675.0557861328125,476.15997314453125,168.76394653320312
131,cf_3309,paraphrase_01,2,wrong_wrong,False,Dino Saluzzi,composer,actor,5,718.9835815429688,298.46856689453125,143.79671630859374
132,cf_12455,paraphrase_00,2,correct_wrong,False,Cumberland University,Tennessee,Cardiff,11,1574.4918212890625,491.4729309082031,143.1356201171875
133,cf_12455,paraphrase_01,2,correct_wrong,True,Cumberland University,Tennessee,Cardiff,4,737.8106079101562,456.69024658203125,184.45265197753906
134,cf_9108,paraphrase_00,2,correct_wrong,False,Desejos de Mulher,Brazil,Poland,5,687.7190551757812,415.30181884765625,137.54381103515624
135,cf_9108,paraphrase_01,2,correct_wrong,True,Desejos de Mulher,Brazil,Poland,4,568.807373046875,420.484375,142.20184326171875
136,cf_14857,paraphrase_00,2,correct_correct,True,Thiruda Thirudi,Tamil,English,5,799.9180908203125,281.01177978515625,159.9836181640625
137,cf_14857,paraphrase_01,2,correct_correct,True,Thiruda Thirudi,Tamil,English,5,776.610595703125,383.1216125488281,155.322119140625
138,cf_20830,paraphrase_00,2,wrong_wrong,False,Mount Hallgren,Antarctica,Africa,5,600.4266967773438,428.6134033203125,120.08533935546875
139,cf_20830,paraphrase_01,2,wrong_wrong,False,Mount Hallgren,Antarctica,Africa,31,2258.76953125,268.8278503417969,72.86353326612904
140,cf_11954,paraphrase_00,2,correct_wrong,False,Ticino,Italian,Swedish,12,1545.03662109375,306.2548522949219,128.7530517578125
141,cf_11954,paraphrase_01,2,correct_wrong,True,Ticino,Italian,Swedish,5,757.5084228515625,292.9368896484375,151.5016845703125
142,cf_5329,paraphrase_00,2,correct_wrong,False,Nintendo Software Planning & Development,Japan,Paris,7,740.7156982421875,419.7149658203125,105.8165283203125
143,cf_5329,paraphrase_01,2,correct_wrong,True,Nintendo Software Planning & Development,Japan,Paris,5,628.2385864257812,442.0498046875,125.64771728515625
144,cf_12130,paraphrase_00,2,correct_wrong,True,Simdega,India,Libya,4,615.265380859375,414.64093017578125,153.81634521484375
145,cf_12130,paraphrase_01,2,correct_wrong,False,Simdega,India,Libya,11,1126.03369140625,440.0537109375,102.36669921875
146,cf_11641,paraphrase_00,2,correct_wrong,False,Baal Shem of London,Hebrew,French,14,1620.052001953125,272.2330017089844,115.71800013950893
147,cf_11641,paraphrase_01,2,correct_wrong,True,Baal Shem of London,Hebrew,French,5,884.293212890625,289.33502197265625,176.858642578125
148,cf_6865,paraphrase_00,2,wrong_wrong,False,Orchidea De Santis,Italian,Spanish,18,1874.0352783203125,249.55105590820312,104.11307101779514
149,cf_6865,paraphrase_01,2,wrong_wrong,False,Orchidea De Santis,Italian,Spanish,5,619.0902709960938,428.106689453125,123.81805419921875
150,cf_8748,paraphrase_00,2,wrong_wrong,False,Jimdo,Hamburg,Jakarta,5,568.352294921875,427.881103515625,113.670458984375
151,cf_8748,paraphrase_01,2,wrong_wrong,False,Jimdo,Hamburg,Jakarta,5,683.4445190429688,436.8087158203125,136.68890380859375
152,cf_21234,paraphrase_00,2,wrong_wrong,False,Selma Kurz,Vienna,London,4,523.2618408203125,408.23565673828125,130.81546020507812
153,cf_21234,paraphrase_01,2,wrong_wrong,False,Selma Kurz,Vienna,London,4,575.1644897460938,420.734619140625,143.79112243652344
154,cf_2339,paraphrase_00,2,correct_wrong,True,Bituin,Philippines,Japan,5,1136.4569091796875,480.71527099609375,227.2913818359375
155,cf_2339,paraphrase_01,2,correct_wrong,False,Bituin,Philippines,Japan,6,766.7900390625,406.885009765625,127.79833984375
156,cf_19960,paraphrase_00,2,correct_wrong,True,Pelagius II,pope,Shah,6,660.0225830078125,368.82373046875,110.00376383463542
157,cf_19960,paraphrase_01,2,correct_wrong,False,Pelagius II,pope,Shah,5,803.6603393554688,392.76605224609375,160.73206787109376
158,cf_20806,paraphrase_00,2,wrong_wrong,False,Henri Queuille,French,English,6,752.8968505859375,428.0384521484375,125.48280843098958
159,cf_20806,paraphrase_01,2,wrong_wrong,False,Henri Queuille,French,English,17,1816.3167724609375,247.9591827392578,106.8421630859375
160,cf_5607,paraphrase_00,2,wrong_wrong,False,Ma Rainey,Paramount,Fantasy,14,1757.4609375,333.98779296875,125.53292410714286
161,cf_5607,paraphrase_01,2,wrong_wrong,False,Ma Rainey,Paramount,Fantasy,4,597.2730712890625,439.36688232421875,149.31826782226562
162,cf_17502,paraphrase_00,2,correct_wrong,True,Luca Pacioli,mathematics,physics,5,661.8482666015625,295.79071044921875,132.3696533203125
163,cf_17502,paraphrase_01,2,correct_wrong,False,Luca Pacioli,mathematics,physics,8,829.4182739257812,321.82183837890625,103.67728424072266
164,cf_8021,paraphrase_00,2,wrong_wrong,False,Split Airport,Split,Sweden,7,780.6492919921875,501.99322509765625,111.52132742745536
165,cf_8021,paraphrase_01,2,wrong_wrong,False,Split Airport,Split,Sweden,5,728.5316162109375,505.18121337890625,145.7063232421875
166,cf_5354,paraphrase_00,2,wrong_wrong,False,Aram Khachaturian,Moscow,Berlin,7,738.8863525390625,381.4371337890625,105.55519321986607
167,cf_5354,paraphrase_01,2,wrong_wrong,False,Aram Khachaturian,Moscow,Berlin,3,589.02685546875,475.14434814453125,196.34228515625
168,cf_15147,paraphrase_00,2,correct_correct,True,Ferrari Berlinetta Boxer,Ferrari,Cadillac,8,745.17431640625,438.18902587890625,93.14678955078125
169,cf_15147,paraphrase_01,2,correct_correct,True,Ferrari Berlinetta Boxer,Ferrari,Cadillac,6,692.1451416015625,411.2205505371094,115.35752360026042
170,cf_12433,paraphrase_00,2,wrong_wrong,False,Arnie Herber,quarterback,midfielder,4,665.7574462890625,496.5557556152344,166.43936157226562
171,cf_12433,paraphrase_01,2,wrong_wrong,False,Arnie Herber,quarterback,midfielder,6,795.0029296875,360.6483154296875,132.50048828125
172,cf_8845,paraphrase_00,2,correct_wrong,True,Junichi Suwabe,Tokyo,Nottingham,4,858.535888671875,503.055419921875,214.63397216796875
173,cf_8845,paraphrase_01,2,correct_wrong,False,Junichi Suwabe,Tokyo,Nottingham,5,858.9072265625,491.06915283203125,171.7814453125
174,cf_20971,paraphrase_00,2,correct_wrong,False,Chevrolet Corvette C5-R,Chevrolet,Atari,5,581.5130615234375,406.1189880371094,116.3026123046875
175,cf_20971,paraphrase_01,2,correct_wrong,True,Chevrolet Corvette C5-R,Chevrolet,Atari,6,670.5616455078125,408.7384338378906,111.76027425130208
176,cf_18250,paraphrase_00,2,wrong_wrong,False,Rudolf Viest,Slovakia,Norway,5,711.3601684570312,384.143310546875,142.27203369140625
177,cf_18250,paraphrase_01,2,wrong_wrong,False,Rudolf Viest,Slovakia,Norway,4,1020.5052490234375,470.00604248046875,255.12631225585938
178,cf_7196,paraphrase_00,2,wrong_wrong,False,World Association of Girl Guides and Girl Scouts,London,Barcelona,6,649.051513671875,433.82940673828125,108.17525227864583
179,cf_7196,paraphrase_01,2,wrong_wrong,False,World Association of Girl Guides and Girl Scouts,London,Barcelona,5,653.8142700195312,444.1488037109375,130.76285400390626
180,cf_10626,paraphrase_00,2,wrong_wrong,False,Valentin Conrart,French,English,29,2443.3203125,164.19479370117188,84.25242456896552
181,cf_10626,paraphrase_01,2,wrong_wrong,False,Valentin Conrart,French,English,18,1902.7685546875,249.25796508789062,105.70936414930556
182,cf_1832,paraphrase_00,2,wrong_wrong,False,The Postal Service,Seattle,Toronto,3,486.6435546875,416.691650390625,162.21451822916666
183,cf_1832,paraphrase_01,2,wrong_wrong,False,The Postal Service,Seattle,Toronto,5,579.0321044921875,412.6900634765625,115.8064208984375
184,cf_7505,paraphrase_00,2,correct_wrong,True,Thomas Laird Kennedy,Canada,France,4,1036.2015380859375,476.990478515625,259.0503845214844
185,cf_7505,paraphrase_01,2,correct_wrong,False,Thomas Laird Kennedy,Canada,France,6,755.8416748046875,386.5068359375,125.97361246744792
186,cf_1051,paraphrase_00,2,correct_wrong,True,Vistula,Europe,Antarctica,4,729.3697509765625,376.94677734375,182.34243774414062
187,cf_1051,paraphrase_01,2,correct_wrong,False,Vistula,Europe,Antarctica,6,801.5379638671875,441.068603515625,133.58966064453125
188,cf_10336,paraphrase_00,2,wrong_wrong,False,Barney Balaban,Chicago,Ottawa,6,903.7684326171875,455.98553466796875,150.6280721028646
189,cf_10336,paraphrase_01,2,wrong_wrong,False,Barney Balaban,Chicago,Ottawa,4,854.93017578125,502.07916259765625,213.7325439453125
190,cf_13145,paraphrase_00,2,wrong_wrong,False,Arundel Formation,Maryland,Illinois,6,718.5901489257812,462.8529052734375,119.76502482096355
191,cf_13145,paraphrase_01,2,wrong_wrong,False,Arundel Formation,Maryland,Illinois,4,571.2192993164062,417.81982421875,142.80482482910156
192,cf_8773,paraphrase_00,2,wrong_wrong,False,Giovanni Maria Nanino,composer,astronaut,5,861.6152954101562,275.4998474121094,172.32305908203125
193,cf_8773,paraphrase_01,2,wrong_wrong,False,Giovanni Maria Nanino,composer,astronaut,4,704.590087890625,463.8314208984375,176.14752197265625
194,cf_2168,paraphrase_00,2,correct_wrong,False,American Samoa,English,Swedish,11,1517.294677734375,298.2218322753906,137.9358797940341
195,cf_2168,paraphrase_01,2,correct_wrong,True,American Samoa,English,Swedish,5,823.9739379882812,275.5314025878906,164.79478759765624
